,Neighborhood,YearBuilt,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
580,CENTRAL,1916,2,College/University,60122.0,Parking,0.0,None,0.0,,12.39999962,745830.3125,0.0,593029.0,97500.0,9.31,0.15
581,DOWNTOWN,1910,6,Office,84481.0,Parking,8474.0,None,0.0,83.0,50.5,4269199.5,0.0,3983832.0,68888.0,31.43,0.33
582,DOWNTOWN,1971,9,Office,204993.0,None,0.0,None,0.0,79.0,78.80000305,16162013.0,4047481.0,11225008.0,0.0,390.67,1.74
583,DOWNTOWN,1998,8,Office,343400.0,Parking,114237.0,None,0.0,96.0,39.5,13568148.0,0.0,13568146.0,0.0,94.59,0.21
584,GREATER DUWAMISH,1939,2,Other,58500.0,None,0.0,None,0.0,,31.60000038,1849863.625,0.0,717806.0,876616.0,51.56,0.88
585,GREATER DUWAMISH,1907,6,Office,49473.0,Restaurant,10408.0,None,0.0,30.0,72.69999695,4353025.0,0.0,4353024.0,0.0,30.35,0.49
586,GREATER DUWAMISH,1960,1,Non-Refrigerated Warehouse,77800.0,Parking,0.0,None,0.0,83.0,34.79999924,2709055.0,0.0,1117577.0,1238800.0,73.58,1.0
587,GREATER DUWAMISH,1944,4,Other,50036.0,Office,49086.0,None,0.0,,146.5,14522162.0,0.0,12766128.0,1703098.0,179.45,1.81
588,GREATER DUWAMISH,1985,1,Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,,84.80000305,6528948.0,0.0,5354420.0,990589.0,89.94,1.36
589,GREATER DUWAMISH,1952,2,Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,,33.59999847,3847929.5,0.0,1657935.0,1876755.0,111.23,0.96
590,GREATER DUWAMISH,1970,1,Other,152511.0,None,0.0,None,0.0,,44.79999924,6837936.0,0.0,6673137.0,0.0,46.52,0.33
591,GREATER DUWAMISH,1950,1,Office,101278.0,Data Center,502.0,None,0.0,95.0,65.0,6612733.0,0.0,3877758.0,2358189.0,152.28,1.63
592,GREATER DUWAMISH,1973,2,Office,141917.0,Parking,0.0,None,0.0,67.0,50.59999847,7181600.0,0.0,6557481.0,286373.0,60.92,0.39
593,GREATER DUWAMISH,1966,1,Non-Refrigerated Warehouse,56900.0,None,0.0,None,0.0,11.0,34.29999924,1951856.25,0.0,1951856.0,0.0,13.61,0.12
594,GREATER DUWAMISH,1975,5,Office,245240.0,Parking,5616.0,Parking,5616.0,93.0,43.90000153,10775646.0,0.0,10775645.0,0.0,75.12,0.32
595,GREATER DUWAMISH,1969,1,Distribution Center,71718.0,None,0.0,None,0.0,100.0,2.099999905,151754.2969,0.0,151754.0,0.0,1.06,0.01
596,GREATER DUWAMISH,1969,1,Non-Refrigerated Warehouse,34206.0,Office,21244.0,None,0.0,31.0,87.30000305,4843056.0,0.0,2149197.0,2196501.0,131.64,2.37
597,GREATER DUWAMISH,1979,1,Distribution Center,55000.0,None,0.0,None,0.0,32.0,54.79999924,3013861.5,0.0,1240788.0,1522809.0,89.53,1.63
598,DELRIDGE,1992,1,Retail Store,99471.0,Parking,0.0,None,0.0,81.0,77.69999695,7728856.5,0.0,4972873.0,2332600.0,158.55,1.55
599,NORTHEAST,2002,6,Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,,111.4000015,9158207.0,0.0,7663584.0,1251938.0,119.92,0.33
600,GREATER DUWAMISH,1963,1,Supermarket/Grocery Store,27382.0,None,0.0,None,0.0,57.0,277.2999878,7593035.0,0.0,4327325.0,3111684.0,195.43,3.85
601,DELRIDGE,1929,3,Office,81526.0,None,0.0,None,0.0,1.0,467.0,38074932.0,0.0,18610055.0,685132.0,166.13,1.95
602,NORTH,2000,5,Parking,321828.0,Retail Store,298043.0,Other,5636.0,,36.5,11077140.0,0.0,10602152.0,474987.0,99.14,0.33
603,GREATER DUWAMISH,1986,1,Distribution Center,288048.0,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,43.0,41.70000076,16973858.0,0.0,7501894.0,7589685.0,455.39,1.11
604,DOWNTOWN,1902,4,Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,,23.0,1315191.375,0.0,681682.0,459508.0,29.16,0.4
605,MAGNOLIA / QUEEN ANNE,2008,4,Office,149081.0,Parking,76364.0,None,0.0,77.0,65.0,9683979.0,0.0,9683978.0,0.0,67.51,0.28
606,DOWNTOWN,1900,6,Office,95760.0,None,0.0,None,0.0,83.0,58.29999924,5587502.5,0.0,4593859.0,798758.0,74.45,0.78
607,GREATER DUWAMISH,1946,1,Non-Refrigerated Warehouse,178087.0,None,0.0,None,0.0,57.0,19.39999962,3459543.0,0.0,3459542.0,0.0,24.12,0.13
608,GREATER DUWAMISH,1917,1,Non-Refrigerated Warehouse,60000.0,Services,5000.0,Retail Store,5000.0,,8.600000381,605971.1875,0.0,605971.0,0.0,4.22,0.06
609,DELRIDGE,1966,1,Non-Refrigerated Warehouse,164806.0,Office,5826.0,None,0.0,98.0,3.599999905,622185.6875,0.0,602245.0,0.0,4.2,0.02
610,MAGNOLIA / QUEEN ANNE,1994,10,Office,220033.0,Parking,168978.0,None,0.0,87.0,52.29999924,11518169.0,0.0,10834205.0,576022.0,106.12,0.28
611,DOWNTOWN,2009,17,Office,295494.0,Parking,94781.0,None,0.0,91.0,46.09999847,13631141.0,0.0,13631140.0,0.0,95.03,0.23
613,NORTHEAST,1956,2,Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,,59.90000153,5561522.5,0.0,3884335.0,1569103.0,110.41,1.18
615,GREATER DUWAMISH,1966,2,Non-Refrigerated Warehouse,112484.0,Office,24433.0,None,0.0,47.0,21.89999962,3004271.0,0.0,3004271.0,0.0,20.94,0.17
616,EAST,2003,5,Medical Office,177748.0,None,0.0,None,0.0,70.0,55.90000153,9941308.0,0.0,9941307.0,0.0,69.3,0.25
617,GREATER DUWAMISH,1978,1,Non-Refrigerated Warehouse,52702.0,Office,7746.0,None,0.0,90.0,19.29999924,1167543.25,0.0,620853.0,431392.0,27.24,0.45
618,EAST,1994,14,Hospital (General Medical & Surgical),1639334.0,Parking,441551.0,None,0.0,54.0,180.5,295929888.0,134943456.0,139354828.0,17316120.0,12307.16,6.97
619,MAGNOLIA / QUEEN ANNE,1928,4,Other,215197.0,None,0.0,None,0.0,,58.70000076,12637976.0,0.0,4031128.0,7116213.0,406.04,6.49
620,EAST,2004,4,Other,26400.0,Office,19200.0,Parking,17000.0,,60.09999847,2740574.75,0.0,2604783.0,50604.0,20.85,0.27
621,EAST,1990,5,Medical Office,146150.0,Parking,139000.0,None,0.0,59.0,87.69999695,12814944.0,0.0,11761550.0,969837.0,133.5,0.46
622,NORTH,1987,5,Financial Office,87552.0,None,0.0,None,0.0,18.0,90.80000305,7947933.5,0.0,7771933.0,0.0,54.18,0.6
623,BALLARD,2004,4,Non-Refrigerated Warehouse,87332.0,None,0.0,None,0.0,87.0,13.60000038,1185468.125,0.0,1027649.0,137950.0,14.49,0.17
624,EAST,2003,6,Hotel,100528.0,Parking,50017.0,None,0.0,28.0,138.8999939,13961121.0,0.0,5601497.0,7808543.0,453.76,3.01
625,MAGNOLIA / QUEEN ANNE,1999,5,Entertainment/Public Assembly,134197.0,Restaurant,5803.0,None,0.0,,135.8000031,19009360.0,0.0,14573159.0,4512014.0,341.23,2.41
626,MAGNOLIA / QUEEN ANNE,2008,5,Hotel,92000.0,Parking,20000.0,Restaurant,4006.0,8.0,98.90000153,9495641.0,0.0,4825247.0,4619236.0,278.97,2.49
627,EAST,1988,4,Non-Refrigerated Warehouse,132828.0,None,0.0,None,0.0,83.0,8.199999809,1083729.625,0.0,1083729.0,0.0,7.56,0.06
628,DELRIDGE,1970,1,Non-Refrigerated Warehouse,58047.0,Office,12353.0,None,0.0,1.0,200.6999969,14128860.0,0.0,9916987.0,4045761.0,284.01,4.03
629,NORTHWEST,1995,1,Retail Store,130767.0,None,0.0,None,0.0,60.0,87.69999695,11474490.0,0.0,5935365.0,4777640.0,295.12,2.9
631,CENTRAL,1974,4,College/University,114000.0,None,0.0,None,0.0,,66.40000153,7575080.0,0.0,6341815.0,1233264.0,109.71,0.96
632,GREATER DUWAMISH,2002,3,Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,,61.70000076,20862660.0,0.0,18175883.0,2500035.0,259.49,0.77
633,SOUTHWEST,1965,1,Non-Refrigerated Warehouse,149293.0,Office,7858.0,None,0.0,88.0,6.900000095,1088167.75,0.0,948207.0,121543.0,13.07,0.09
634,CENTRAL,1910,6,Medical Office,236359.0,Laboratory,86298.0,None,0.0,57.0,79.30000305,25585012.0,0.0,25205084.0,266222.0,189.85,0.59
635,GREATER DUWAMISH,1958,1,Retail Store,74178.0,None,0.0,None,0.0,,75.69999695,5617868.0,0.0,3296324.0,2105856.0,134.82,1.82
636,NORTH,1987,4,Non-Refrigerated Warehouse,80360.0,None,0.0,None,0.0,96.0,9.399999619,755287.5,0.0,437019.0,249000.0,16.27,0.2
637,SOUTHWEST,1950,1,K-12 School,62975.0,None,0.0,None,0.0,92.0,44.29999924,2789344.0,0.0,720406.0,1704318.0,95.54,1.56
638,EAST,1996,3,Supermarket/Grocery Store,46280.0,None,0.0,None,0.0,71.0,225.5,10434333.0,0.0,5813407.0,4264124.0,267.0,2.24
639,GREATER DUWAMISH,2008,2,Automobile Dealership,48103.0,Office,3753.0,None,0.0,,37.29999924,1935438.625,0.0,1938613.0,0.0,13.51,0.26
640,GREATER DUWAMISH,1921,3,Office,26044.0,Manufacturing/Industrial Plant,13884.0,Parking,13858.0,3.0,139.8000031,7070998.5,0.0,7070998.0,0.0,49.29,0.75
641,NORTHEAST,1960,3,Office,65434.0,None,0.0,None,0.0,1.0,273.2000122,17877436.0,0.0,17791664.0,88516.0,128.73,1.13
651,NORTHEAST,1957,2,Worship Facility,22220.0,None,0.0,None,0.0,90.0,40.09999847,891251.5,0.0,208060.0,570296.0,31.74,1.43
652,NORTHEAST,1955,1,K-12 School,50956.0,None,0.0,None,0.0,87.0,51.79999924,2637723.5,0.0,753694.0,1578259.0,89.08,1.91
656,GREATER DUWAMISH,1962,1,Office,23751.0,Other,14024.0,Non-Refrigerated Warehouse,10095.0,,45.40000153,2173092.25,0.0,1689972.0,352799.0,30.52,0.68
657,GREATER DUWAMISH,1976,1,Non-Refrigerated Warehouse,40000.0,None,0.0,None,0.0,1.0,42.29999924,1692054.125,0.0,1618916.0,0.0,11.29,0.26
658,GREATER DUWAMISH,1965,1,Distribution Center,27800.0,None,0.0,None,0.0,13.0,48.09999847,1337789.75,0.0,880605.0,343581.0,24.39,0.88
660,GREATER DUWAMISH,2001,1,Non-Refrigerated Warehouse,46340.0,None,0.0,None,0.0,3.0,55.29999924,2564004.0,0.0,2564004.0,0.0,17.87,0.39
661,GREATER DUWAMISH,1994,1,Manufacturing/Industrial Plant,22800.0,None,0.0,None,0.0,,116.6999969,2660376.75,0.0,358020.0,1864077.0,101.5,4.45
663,CENTRAL,1910,3,Office,38460.0,None,0.0,None,0.0,69.0,53.70000076,2064345.875,0.0,1464669.0,486044.0,36.02,0.94
669,NORTHWEST,1922,2,Worship Facility,21022.0,None,0.0,None,0.0,54.0,51.29999924,1078904.0,0.0,137902.0,807343.0,43.84,2.09
676,SOUTHWEST,1954,2,K-12 School,51489.0,None,0.0,None,0.0,93.0,43.59999847,2244011.75,0.0,750281.0,1233786.0,70.76,1.37
680,GREATER DUWAMISH,1967,1,Distribution Center,48001.0,None,0.0,None,0.0,49.0,52.0,2495909.5,0.0,593580.0,1550071.0,86.46,1.8
681,GREATER DUWAMISH,1979,1,Non-Refrigerated Warehouse,23620.0,Office,2760.0,None,0.0,,20.0,526955.3125,0.0,508416.0,708.0,3.58,0.14
682,GREATER DUWAMISH,1969,1,Non-Refrigerated Warehouse,29551.0,Office,9569.0,None,0.0,10.0,72.40000153,2832228.5,0.0,1276462.0,1283000.0,77.04,2.06
683,GREATER DUWAMISH,1981,1,Non-Refrigerated Warehouse,30375.0,None,0.0,None,0.0,73.0,11.39999962,345866.6875,0.0,345867.0,0.0,2.41,0.08
684,GREATER DUWAMISH,1979,1,Non-Refrigerated Warehouse,24280.0,Office,4950.0,None,0.0,,12.60000038,369291.5,0.0,369291.0,0.0,2.57,0.09
687,NORTHEAST,1928,3,Other,36185.0,Retail Store,3142.0,Office,644.0,,283.1000061,11316338.0,0.0,3598398.0,7361709.0,416.07,10.41
689,BALLARD,1914,2,Worship Facility,33589.0,None,0.0,None,0.0,90.0,18.10000038,606874.5,0.0,111626.0,398210.0,21.93,0.65
692,BALLARD,1979,3,Office,43495.0,None,0.0,None,0.0,46.0,74.0,3220635.25,0.0,3216396.0,4239.0,22.65,0.52
693,BALLARD,1978,2,Office,28492.0,None,0.0,None,0.0,12.0,70.19999695,2000228.875,0.0,1363957.0,532342.0,37.78,1.33
694,BALLARD,1963,3,Office,18000.0,Medical Office,1800.0,Other,1000.0,,62.79999924,1401315.875,0.0,1401316.0,0.0,9.77,0.44
695,BALLARD,1977,3,Restaurant,22719.0,Parking,0.0,None,0.0,,59.79999924,1358519.0,0.0,1358519.0,0.0,9.47,0.42
697,DOWNTOWN,1946,2,Laboratory,69000.0,None,0.0,None,0.0,,105.0999985,7251589.0,0.0,7251588.0,0.0,50.55,1.13
713,CENTRAL,1925,2,K-12 School,48887.0,None,0.0,None,0.0,92.0,44.59999847,2179860.5,0.0,724560.0,1242916.0,71.06,1.9
715,DOWNTOWN,1917,2,Retail Store,147545.0,None,0.0,None,0.0,69.0,49.70000076,7339108.0,0.0,4133510.0,2653559.0,169.75,1.15
716,NORTH,1923,2,Other,25778.0,Office,200.0,None,0.0,,46.5,1207838.75,0.0,1114384.0,0.0,7.77,0.36
725,NORTHWEST,1930,2,K-12 School,46066.0,None,0.0,None,0.0,78.0,56.20000076,2589620.0,0.0,777836.0,1471756.0,83.59,1.76
726,NORTHWEST,1917,2,Social/Meeting Hall,23835.0,None,0.0,None,0.0,,66.59999847,1587238.0,0.0,192436.0,1170087.0,63.48,2.26
730,DOWNTOWN,1955,2,Restaurant,31020.0,None,0.0,None,0.0,,168.6999969,5231756.5,0.0,1221601.0,3748445.0,207.6,6.69
731,DOWNTOWN,1917,2,Office,14400.0,Lodging/Residential,7200.0,None,0.0,,75.80000305,1636649.125,0.0,1241985.0,394664.0,29.62,1.37
732,DOWNTOWN,1974,5,Office,37993.0,Bank Branch,3547.0,None,0.0,59.0,112.5,4673727.5,0.0,1915699.0,2407174.0,141.2,2.28
735,DOWNTOWN,1942,3,Office,64630.0,None,0.0,None,0.0,96.0,21.79999924,1408291.375,0.0,1408291.0,0.0,9.82,0.15
736,DOWNTOWN,1948,2,Worship Facility,20920.0,None,0.0,None,0.0,15.0,57.79999924,1208581.375,0.0,285047.0,757062.0,42.19,2.02
742,SOUTHWEST,1926,2,Worship Facility,22128.0,None,0.0,None,0.0,94.0,32.90000153,727772.8125,0.0,153306.0,455054.0,25.24,1.14
745,NORTHWEST,1968,1,Retail Store,40000.0,None,0.0,None,0.0,98.0,24.0,959683.125,0.0,468402.0,390834.0,24.02,0.5
750,SOUTHWEST,1949,2,Worship Facility,15364.0,K-12 School,6000.0,None,0.0,86.0,52.0,1110209.25,0.0,162220.0,803431.0,43.8,2.05
768,DOWNTOWN,1992,2,College/University,28800.0,None,0.0,None,0.0,,17.70000076,508430.5938,0.0,174768.0,264544.0,15.27,0.53
770,DOWNTOWN,1928,3,College/University,21600.0,None,0.0,None,0.0,,16.60000038,359207.1875,0.0,235546.0,88193.0,6.33,0.29
773,NORTHEAST,1996,1,Retail Store,25691.0,None,0.0,None,0.0,82.0,48.5,1245673.0,0.0,953695.0,215700.0,18.1,0.7
775,NORTHEAST,1956,2,Retail Store,25562.0,Other,300.0,None,0.0,20.0,184.3000031,4765879.0,0.0,2185523.0,2615949.0,154.17,5.96
776,NORTHEAST,2003,2,Retail Store,47465.0,Other,2500.0,None,0.0,82.0,68.5,3424428.0,0.0,3247196.0,130013.0,29.54,0.59
780,DOWNTOWN,1929,2,Office,20028.0,None,0.0,None,0.0,95.0,27.5,550668.125,151742.5,360055.0,0.0,14.22,0.71
782,DOWNTOWN,1900,7,Office,26195.0,Restaurant,2285.0,None,0.0,100.0,20.20000076,575362.5,0.0,419848.0,132159.0,9.95,0.42
783,DOWNTOWN,1902,3,Office,20183.0,Restaurant,3380.0,None,0.0,67.0,37.5,883197.6875,0.0,883198.0,0.0,6.16,0.26
784,DOWNTOWN,1903,3,Office,12000.0,Retail Store,11000.0,Restaurant,3000.0,,44.90000153,1167559.75,0.0,697769.0,364954.0,24.25,0.85
785,DOWNTOWN,1978,2,Retail Store,15549.0,Parking,12379.0,Office,10611.0,55.0,86.0,2249630.25,0.0,2186018.0,0.0,15.24,0.4
786,DOWNTOWN,1906,5,Office,29040.0,None,0.0,None,0.0,24.0,68.80000305,1997288.75,0.0,1989287.0,0.0,13.87,0.52
787,DOWNTOWN,1906,2,Retail Store,36019.0,Office,10781.0,None,0.0,86.0,26.60000038,1245187.5,0.0,1245187.0,0.0,8.68,0.19
788,DOWNTOWN,1979,3,Office,39000.0,Parking,26640.0,None,0.0,51.0,53.0,2067352.5,0.0,2062620.0,4732.0,14.63,0.23
789,DOWNTOWN,1908,3,Office,21600.0,Other,7200.0,Non-Refrigerated Warehouse,6200.0,50.0,40.70000076,1423579.25,0.0,923904.0,421122.0,28.81,1.0
792,DOWNTOWN,1954,3,Office,26556.0,Parking,4968.0,None,0.0,75.0,68.40000153,1817034.125,0.0,643674.0,1053305.0,60.43,1.8
793,DOWNTOWN,1931,2,Retail Store,26270.0,None,0.0,None,0.0,32.0,63.5,1667641.25,0.0,1064100.0,496361.0,33.78,1.29
794,DOWNTOWN,1926,3,Office,49800.0,Parking,7820.0,None,0.0,50.0,47.90000153,2385395.0,0.0,2385395.0,0.0,16.63,0.29
796,DOWNTOWN,1954,2,Other,12960.0,Bank Branch,7760.0,Parking,6080.0,,21.79999924,450780.1875,0.0,418348.0,0.0,2.92,0.1
797,DOWNTOWN,1990,5,Hotel,57800.0,None,0.0,None,0.0,87.0,42.70000076,2466522.25,0.0,1375435.0,1067630.0,66.29,1.15
805,DOWNTOWN,1955,2,Financial Office,31160.0,None,0.0,None,0.0,2.0,57.40000153,1788951.625,0.0,1858224.0,0.0,12.95,0.41
806,DOWNTOWN,1925,2,Office,25920.0,Parking,13155.0,None,0.0,53.0,58.79999924,1523175.125,450522.3125,991378.0,0.0,41.69,0.95
807,DOWNTOWN,1923,3,Restaurant,22381.0,None,0.0,None,0.0,,162.0,3625967.75,0.0,1319044.0,2213922.0,126.78,5.66
809,DOWNTOWN,1926,4,Laboratory,40584.0,Office,7165.0,None,0.0,,693.0999756,33092532.0,0.0,10854749.0,22413661.0,1266.06,25.71
810,DOWNTOWN,1925,1,Retail Store,13940.0,Non-Refrigerated Warehouse,10439.0,None,0.0,,19.89999962,485607.1875,0.0,264519.0,175002.0,11.14,0.45
815,DOWNTOWN,1952,4,Medical Office,26670.0,None,0.0,None,0.0,51.0,61.5,1640803.5,0.0,1553175.0,33.0,10.83,0.41
819,DOWNTOWN,1922,2,Fire Station,38939.0,None,0.0,None,0.0,,86.19999695,3356598.0,0.0,1699362.0,1396520.0,86.02,2.28
828,DOWNTOWN,1965,1,Office,14317.0,Retail Store,9435.0,Parking,0.0,,50.5,1199844.875,0.0,571058.0,496096.0,30.33,1.28
829,DOWNTOWN,1967,4,Hotel,52668.0,None,0.0,None,0.0,61.0,52.0,2736926.5,0.0,1495543.0,1174021.0,72.78,1.64
830,DOWNTOWN,2006,2,Social/Meeting Hall,8969.0,Parking,8540.0,Entertainment/Public Assembly,1600.0,,248.1000061,2622096.5,0.0,2269684.0,278164.0,30.6,0.91
839,MAGNOLIA / QUEEN ANNE,2001,1,K-12 School,35805.0,None,0.0,None,0.0,100.0,12.10000038,431471.6875,0.0,246628.0,184844.0,11.54,0.32
847,NORTHWEST,1928,2,Worship Facility,45991.0,None,0.0,None,0.0,77.0,28.20000076,1297917.25,0.0,529029.0,616507.0,36.43,0.79
859,NORTHEAST,1989,2,Office,25021.0,None,0.0,None,0.0,16.0,71.19999695,1781798.375,0.0,1760118.0,30954.0,13.91,0.68
861,NORTHEAST,1956,2,Retail Store,31905.0,Office,4388.0,Other,2679.0,,135.6000061,5322918.5,0.0,5009101.0,229701.0,47.12,1.2
862,NORTHEAST,1956,2,Retail Store,52784.0,Other,1900.0,None,0.0,18.0,126.0,6890861.0,0.0,6424200.0,354493.0,63.61,1.17
863,NORTHEAST,1956,1,Retail Store,21909.0,Other,1500.0,None,0.0,67.0,112.0,2621259.25,0.0,2314166.0,231239.0,28.41,1.21
864,NORTHEAST,1997,1,Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,Other,1000.0,,74.0,4670313.0,0.0,4312919.0,331258.0,47.66,0.75
867,NORTHEAST,1961,2,Hotel,30910.0,None,0.0,None,0.0,91.0,53.09999847,1640279.375,0.0,817987.0,769468.0,46.57,1.93
868,DOWNTOWN,1923,3,Restaurant,19200.0,Office,14400.0,None,0.0,,140.3000031,4712960.5,0.0,2941315.0,1534335.0,101.99,3.04
873,DOWNTOWN,1927,4,Financial Office,25876.0,Bank Branch,6480.0,None,0.0,81.0,62.20000076,2013033.75,882630.6875,974524.0,0.0,74.92,2.32
874,DOWNTOWN,1960,7,Hotel,61180.0,None,0.0,None,0.0,24.0,66.69999695,4077797.0,0.0,1859869.0,2134044.0,126.3,2.06
875,DOWNTOWN,1978,5,Office,32569.0,Parking,0.0,None,0.0,51.0,110.5999985,3603400.0,0.0,1834098.0,1626177.0,99.15,2.28
883,NORTHWEST,1948,2,Worship Facility,21393.0,None,0.0,None,0.0,57.0,45.90000153,981916.5,0.0,266359.0,579602.0,32.64,1.53
887,SOUTHEAST,1990,2,Distribution Center,23146.0,Non-Refrigerated Warehouse,15724.0,Office,8255.0,80.0,25.89999962,1221954.375,0.0,583296.0,549194.0,33.23,0.7
888,EAST,2006,6,Senior Care Community,35696.0,Bank Branch,15661.0,Parking,10877.0,100.0,22.29999924,1147752.25,0.0,481168.0,595565.0,34.98,0.56
894,DOWNTOWN,1910,3,College/University,28800.0,None,0.0,None,0.0,,26.89999962,773795.625,0.0,642346.0,74710.0,8.45,0.29
895,DOWNTOWN,1957,2,K-12 School,21600.0,None,0.0,None,0.0,72.0,65.5,1415640.0,0.0,609724.0,651813.0,38.87,1.8
896,DOWNTOWN,1995,3,K-12 School,22860.0,None,0.0,None,0.0,43.0,43.29999924,990507.3125,0.0,931148.0,0.0,6.49,0.28
900,NORTHEAST,1972,1,Worship Facility,26386.0,Parking,0.0,None,0.0,88.0,37.79999924,996850.0,0.0,323802.0,564230.0,32.22,1.22
904,SOUTHEAST,1965,2,Worship Facility,21732.0,None,0.0,None,0.0,2.0,43.40000153,942745.6875,0.0,479159.0,381205.0,23.59,1.09
911,BALLARD,1945,1,Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,Office,1890.0,,15.60000038,380806.5938,0.0,258178.0,92087.0,6.69,0.32
913,NORTHEAST,1958,1,K-12 School,41408.0,None,0.0,None,0.0,83.0,37.79999924,1564929.125,0.0,798804.0,625352.0,38.78,1.0
921,NORTHEAST,1900,3,Retail Store,32960.0,None,0.0,None,0.0,71.0,24.70000076,813641.0,0.0,813641.0,0.0,5.67,0.17
923,NORTHEAST,1930,3,Hotel,20571.0,None,0.0,None,0.0,72.0,36.90000153,759756.5,0.0,716279.0,0.0,4.99,0.24
932,NORTHEAST,1926,2,Worship Facility,37800.0,Other,10206.0,None,0.0,17.0,73.30000305,3518393.25,0.0,934028.0,2106168.0,118.37,2.47
954,NORTHEAST,1989,3,K-12 School,96154.0,None,0.0,None,0.0,44.0,73.90000153,7109712.5,0.0,3307692.0,3381491.0,202.65,9.43
963,LAKE UNION,2012,2,Office,55000.0,None,0.0,None,0.0,68.0,48.0,2641681.75,0.0,2605669.0,36012.0,20.08,0.24
964,DOWNTOWN,1925,9,Hotel,96000.0,Restaurant,8000.0,None,0.0,8.0,86.90000153,9037184.0,3578548.25,4159822.0,952277.0,355.8,3.42
965,GREATER DUWAMISH,1971,1,K-12 School,55206.0,None,0.0,None,0.0,75.0,47.90000153,2644410.5,0.0,1359846.0,985906.0,61.84,1.12
966,SOUTHEAST,1981,3,Senior Care Community,58665.0,Parking,0.0,None,0.0,98.0,57.90000153,3397766.5,0.0,3321035.0,0.0,23.15,0.3
968,BALLARD,2007,2,Non-Refrigerated Warehouse,16826.0,Office,16826.0,None,0.0,,56.29999924,1894318.875,0.0,1553414.0,287740.0,26.11,0.67
972,GREATER DUWAMISH,1969,2,Social/Meeting Hall,21790.0,Office,20000.0,None,0.0,,54.59999847,2283131.0,0.0,1782740.0,394335.0,33.37,0.8
973,DOWNTOWN,1900,5,Office,37120.0,Other,2840.0,None,0.0,77.0,59.79999924,2388675.5,0.0,1424622.0,754068.0,49.98,1.25
974,DOWNTOWN,1900,5,Non-Refrigerated Warehouse,24000.0,Retail Store,6000.0,None,0.0,,3.0,90558.70313,0.0,90559.0,0.0,0.63,0.02
975,DOWNTOWN,1926,11,Hotel,36240.0,None,0.0,None,0.0,98.0,66.0,2390584.0,1158118.25,456350.0,533500.0,120.91,3.34
976,DOWNTOWN,1922,3,Social/Meeting Hall,39320.0,None,0.0,None,0.0,,83.09999847,3269279.75,1165335.75,957761.0,919779.0,145.48,3.7
978,DOWNTOWN,1908,5,Performing Arts,41536.0,None,0.0,None,0.0,,65.90000153,2735166.0,0.0,2735166.0,0.0,19.07,0.46
980,DOWNTOWN,1909,6,Hotel,35820.0,None,0.0,None,0.0,94.0,99.09999847,3547995.75,0.0,993349.0,2328254.0,130.58,3.65
982,SOUTHWEST,1922,2,K-12 School,57896.0,None,0.0,None,0.0,76.0,81.5,4719841.5,0.0,574940.0,3412276.0,185.23,5.54
983,SOUTHWEST,1965,3,K-12 School,49744.0,None,0.0,None,0.0,98.0,48.70000076,2421669.75,0.0,478349.0,1618486.0,89.29,1.79
984,SOUTHWEST,1923,2,Worship Facility,19407.0,K-12 School,18701.0,None,0.0,60.0,41.09999847,1565229.75,0.0,682782.0,728523.0,43.45,1.15
985,SOUTHWEST,1926,2,Office,7758.0,Retail Store,6919.0,Restaurant,1976.0,,89.5,1490972.375,0.0,799029.0,554971.0,35.04,1.5
986,SOUTHWEST,1930,2,Non-Refrigerated Warehouse,6900.0,Restaurant,6900.0,Recreation,4323.0,,209.8999939,4345884.5,0.0,821211.0,3444604.0,188.67,9.11
989,SOUTHWEST,1948,1,Recreation,26241.0,Parking,13124.0,Restaurant,2574.0,,123.6999969,3563789.75,0.0,1676726.0,1666824.0,100.21,2.41
990,SOUTHWEST,1946,2,Supermarket/Grocery Store,25762.0,None,0.0,None,0.0,100.0,74.0,1906384.875,0.0,1906385.0,0.0,13.29,0.52
992,SOUTHWEST,1984,1,Fitness Center/Health Club/Gym,50000.0,Swimming Pool,0.0,None,0.0,,128.1000061,6405464.5,0.0,2484706.0,3633594.0,210.3,6.31
993,SOUTHWEST,1981,3,Office,45000.0,None,0.0,None,0.0,60.0,59.90000153,2695090.5,0.0,2352594.0,334171.0,34.15,0.79
1000,NORTH,1979,1,Supermarket/Grocery Store,19271.0,Retail Store,19249.0,Food Service,2663.0,,6.5,267135.0938,0.0,267135.0,0.0,1.86,0.05
